date,open,high,low,close,volume,adj close,dprice,kprice,ma_5,ma_30
2011-03-02,8.84,9.16,8.74,9.16,260000,8.270744,7.981809711790392,7.981809711790392,7.804837400000001,6.392671133333333
2011-03-03,9.26,9.5,8.98,9.0,608400,8.126277,8.361036113333334,8.361036113333334,8.035984800000001,6.520283766666665
2011-03-04,9.0,9.32,8.78,8.86,480700,7.9998679999999975,8.126276749435663,8.126276749435663,8.100995000000001,6.644886666666665
2011-03-07,8.95,8.95,8.21,8.36,403200,7.548408,8.081130574162678,8.081130574162678,7.970974600000003,6.753537999999997
2011-03-08,8.4,8.85,8.4,8.66,275300,7.819284,7.584524896073903,7.584524896073903,7.9529162000000015,6.870014633333331
2011-03-09,8.59,8.72,8.29,8.29,173600,7.485203999999999,7.756079898673098,7.756079898673098,7.795808200000001,6.976860133333331
2011-03-10,8.21,8.28,7.7,7.83,399900,7.069861,7.412970473818647,7.412970473818647,7.584525000000001,7.0662491666666645
2011-03-11,7.83,8.28,7.73,8.0,386900,7.223357000000001,7.069860663750001,7.069860663750001,7.429222800000001,7.152026533333331
2011-03-14,7.89,7.99,7.75,7.91,133100,7.142094,7.124035608091024,7.124035608091024,7.3479600000000005,7.23058053333333
2011-03-15,7.6,7.66,7.35,7.49,321700,6.762867999999999,6.862189158878504,6.862189158878504,7.136676800000001,7.2886683666666645
2011-03-16,7.46,7.72,7.1,7.33,382200,6.6184009999999995,6.735780553888131,6.735780553888131,6.963316200000001,7.283551833333331
2011-03-17,7.43,7.51,7.23,7.26,183800,6.555197,6.708693348484848,6.708693348484848,6.860383400000001,7.2790372666666645
2011-03-18,7.47,7.6,7.31,7.55,207700,6.817044,6.744810421192053,6.744810421192053,6.779120800000001,7.286561599999998
2011-03-21,7.64,7.83,7.64,7.83,202200,7.069861,6.898306263090677,6.898306263090677,6.764674200000002,7.307629733333331
2011-03-22,7.86,7.86,7.5,7.51,183400,6.780927,7.096948897470041,7.096948897470041,6.768286000000002,7.317561866666664
2011-03-23,7.5,8.0,7.4,7.8,321300,7.0427729999999995,6.771897115384615,6.771897115384615,6.853160400000002,7.3389309666666644
2011-03-24,7.95,7.99,7.61,7.97,249300,7.196269,7.178210608531995,7.178210608531995,6.981374800000002,7.364212699999998
2011-03-25,8.05,8.29,7.89,7.94,162600,7.169182000000001,7.268503161209069,7.268503161209069,7.0518024000000015,7.364814633333331
2011-03-28,7.98,8.04,7.9,7.95,68000,7.178211,7.205298588679246,7.205298588679246,7.0734724,7.354280566666664
2011-03-29,7.95,7.97,7.76,7.84,117700,7.0788899999999995,7.1782111607142856,7.1782111607142856,7.133065,7.342241633333331
2011-03-30,7.89,8.2,7.89,8.14,145700,7.3497660000000025,7.124036085995088,7.124036085995088,7.1944636000000015,7.343746499999997
2011-03-31,8.2,8.2,8.06,8.08,85900,7.295591,7.403941361386138,7.403941361386138,7.214328000000002,7.339532866666664
2011-04-01,8.1,8.35,8.0,8.05,179000,7.268503,7.313648981366458,7.313648981366458,7.2341922000000025,7.329299766666665
2011-04-04,8.1,8.22,7.99,8.05,113300,7.268503,7.313648981366458,7.313648981366458,7.2522506000000035,7.313348166666666
2011-04-05,8.05,8.12,7.9,7.91,83500,7.142094,7.268502743362833,7.268502743362833,7.264891400000003,7.302513099999999
2011-04-06,8.5,9.7,8.5,9.42,1784200,8.505503,7.674816932059447,7.674816932059447,7.496038800000003,7.351270766666665
2011-04-07,9.31,9.58,9.14,9.29,418200,8.388124000000001,8.406182393972015,8.406182393972015,7.714545400000003,7.3985235666666656
2011-04-08,9.29,9.3,9.02,9.09,279600,8.20754,8.38812393839384,8.38812393839384,7.902352800000003,7.416280999999999
2011-04-11,8.82,9.84,8.81,9.81,1404200,8.857642,7.96375152293578,7.96375152293578,8.220180600000003,7.438252066666665
2011-04-12,9.46,9.72,9.22,9.24,656400,8.342977000000001,8.541619309523812,8.541619309523812,8.4603572,7.452698766666666
2011-04-13,9.31,9.4,9.0,9.07,293200,8.189480999999999,8.406181710033076,8.406181710033076,8.397152800000002,7.449989999999999
2011-04-14,9.0,9.14,8.89,8.98,199500,8.108217999999999,8.12627639198218,8.12627639198218,8.341171600000001,7.449388033333332
2011-04-15,9.0,9.24,8.82,9.11,255000,8.225598,8.126276838638859,8.126276838638859,8.3447832,7.456912366666666
2011-04-18,9.05,9.11,8.6,8.88,362600,8.017927,8.171423350225226,8.171423350225226,8.176840200000001,7.472562999999998
2011-04-19,8.87,8.96,8.6,8.95,318600,8.081131,8.008897426815642,8.008897426815642,8.124471,7.481291233333332
2011-04-20,9.2,10.23,9.15,10.13,1768300,9.146576,8.306860730503454,8.306860730503454,8.31589,7.536670299999998
2011-04-21,10.11,10.2,9.81,9.95,442700,8.98405,9.128517135678392,9.128517135678392,8.491056399999998,7.600476599999998
2011-04-25,10.05,11.1,9.94,11.1,1189600,10.022408,9.074342378378379,9.074342378378379,8.850418399999999,7.693778299999999
2011-04-26,11.31,12.09,11.28,11.74,1700000,10.600276,10.212020575809198,10.212020575809198,9.366888199999998,7.809051033333333
2011-04-27,11.73,11.93,11.2,11.41,731100,10.302313,10.59124728220859,10.59124728220859,9.811124599999998,7.927032533333333
2011-04-28,11.34,11.59,11.04,11.16,568000,10.076583,10.239108532258063,10.239108532258063,9.997125999999998,8.042305266666666
2011-04-29,12.81,13.09,11.67,12.18,2044000,10.997562,11.566401413793104,11.566401413793104,10.399828399999999,8.1903841
2011-05-02,12.28,12.38,11.75,11.91,614900,10.753772999999999,11.087853269521409,11.087853269521409,10.546101399999998,8.321608399999999
2011-05-03,11.8,11.91,11.41,11.78,387600,10.636393,10.654451392190154,10.654451392190154,10.553324799999997,8.440492799999998
2011-05-04,11.74,11.77,11.31,11.55,407400,10.428722,10.600276734199134,10.600276734199134,10.578606599999997,8.562085966666665
2011-05-05,11.38,12.23,11.31,12.0,509800,10.835036,10.275225806666668,10.275225806666668,10.730297199999999,8.68849473333333
2011-05-06,12.1,12.48,12.06,12.31,574700,11.114941,10.925327871649065,10.925327871649065,10.753772999999999,8.81911713333333
2011-05-09,12.29,13.0,12.18,12.89,851000,11.638635,11.096883176881304,11.096883176881304,10.930745400000001,8.9680989
2011-05-10,12.95,13.29,12.93,13.04,672100,11.774072,11.692809233128836,11.692809233128836,11.158281200000001,9.121294266666666
2011-05-11,13.02,13.09,12.66,12.89,396200,11.638635,11.756014561675718,11.756014561675718,11.400263800000003,9.273285766666667
2011-05-12,12.8,12.89,12.6,12.75,334000,11.512226,11.557371984313727,11.557371984313727,11.535701800000004,9.412034433333334
2011-05-13,12.75,13.44,12.61,13.05,694500,11.783102,11.512226091954021,11.512226091954021,11.669334000000003,9.561618133333333
2011-05-16,13.02,13.2,12.08,12.15,766700,10.970473,11.756013041975308,11.756013041975308,11.535701600000003,9.685017133333334
2011-05-17,11.95,11.98,11.57,11.7,788800,10.564160000000001,10.789889914529915,10.789889914529915,11.293719200000002,9.794872366666668
2011-05-18,11.7,12.55,11.6,12.49,1123700,11.277466,10.564159503602882,10.564159503602882,11.221485400000002,9.9327181
2011-05-19,12.59,12.6,12.13,12.35,437900,11.151058,11.367758722267206,11.367758722267206,11.149251800000002,10.020903266666668
2011-05-20,12.23,12.41,12.13,12.17,219700,10.988532000000001,11.042707178307314,11.042707178307314,10.990337800000002,10.107583533333335
2011-05-23,11.95,11.95,11.61,11.62,507000,10.491926,10.789889475043028,10.789889475043028,10.894628400000006,10.183729733333335
2011-05-24,11.67,12.2,11.67,12.05,406500,10.880182000000001,10.53707252614108,10.53707252614108,10.957832800000006,10.251147733333335
2011-05-25,11.96,12.29,11.9,12.0,306500,10.835036,10.798919213333335,10.798919213333335,10.869346800000006,10.334216366666668
2011-05-26,12.05,12.2,11.85,12.15,279600,10.970473,10.880181041152262,10.880181041152262,10.833229800000005,10.426916100000001
2011-05-27,12.27,12.99,12.25,12.42,809400,11.214262,11.078824053140096,11.078824053140096,10.878375800000004,10.530450900000002
2011-05-31,12.69,12.84,12.1,12.2,521400,11.01562,11.458050639344261,11.458050639344261,10.983114600000006,10.623451633333335
2011-06-01,12.21,12.32,11.63,11.68,728900,10.546102000000001,11.02464943664384,11.02464943664384,10.916298600000005,10.707724133333336
2011-06-02,11.75,11.99,11.62,11.67,342900,10.537072,10.60930556983719,10.60930556983719,10.856705800000004,10.789588833333339
2011-06-03,11.46,11.68,11.05,11.17,490300,10.085613,10.347459711727844,10.347459711727844,10.679733800000003,10.820890066666673
2011-06-06,11.07,11.35,10.75,10.81,349200,9.760562,9.995321123034229,9.995321123034229,10.388993800000003,10.846773800000005
2011-06-07,11.01,11.1,10.63,10.69,355300,9.652211,9.94114528624883,9.94114528624883,10.116312000000004,10.834433900000006
2011-06-08,10.3,10.55,10.12,10.15,539900,9.164634,9.3000719408867,9.3000719408867,9.840018400000002,10.786579166666673
2011-06-09,10.17,10.65,10.17,10.52,253500,9.498714999999999,9.18269311311787,9.18269311311787,9.632347000000001,10.759792566666672
2011-06-10,10.4,10.59,10.0,10.06,272700,9.083372,9.390364691848907,9.390364691848907,9.4318988,10.726685533333336
2011-06-13,10.12,10.2,9.91,10.01,184200,9.038226,9.137547164835166,9.137547164835166,9.287431600000001,10.661374333333336
2011-06-14,10.19,10.66,10.14,10.58,319200,9.55289,9.200751332703213,9.200751332703213,9.2675674,10.621344900000002
2011-06-15,10.31,10.53,10.19,10.21,313200,9.218810000000001,9.30910196865818,9.30910196865818,9.2784026,10.574092133333336
2011-06-16,10.22,10.56,10.1,10.28,320800,9.282014,9.227838821011675,9.227838821011675,9.2350624,10.535868533333337
2011-06-17,10.43,10.43,9.51,9.53,580800,8.604824,9.417451660020987,9.417451660020987,9.139352800000001,10.461528133333337
2011-06-20,9.34,9.71,9.25,9.66,432600,8.722204,8.43326970600414,8.43326970600414,9.0761484,10.381770233333336
2011-06-21,9.8,10.48,9.74,10.45,219300,9.43551,8.848612248803828,8.848612248803828,9.0526724,10.308332733333337
2011-06-22,10.38,10.85,10.33,10.64,436200,9.607064999999999,9.372305892857142,9.372305892857142,9.1303234,10.23609916666667
2011-06-23,10.36,10.62,10.04,10.61,352000,9.579977,9.354247098963242,9.354247098963242,9.189916,10.167477233333335
2011-06-24,10.61,10.84,10.1,10.3,284600,9.300073,9.579978109708737,9.579978109708737,9.328965799999999,10.093738800000002
2011-06-27,10.48,10.59,10.05,10.2,142000,9.20978,9.46259749019608,9.46259749019608,9.426480999999999,10.007961400000003
2011-06-28,10.3,10.59,10.29,10.47,230800,9.453569,9.30007265520535,9.30007265520535,9.4300928,9.957397933333336
2011-06-29,10.5,10.6,10.1,10.2,247700,9.20978,9.480655882352941,9.480655882352941,9.350635800000001,9.912251933333335
2011-06-30,10.25,10.84,10.25,10.72,344100,9.679299,9.254926749067165,9.254926749067165,9.3705002,9.858979700000003
2011-07-01,10.82,11.63,10.73,10.88,475800,9.823766,9.769590819852942,9.769590819852942,9.475238800000001,9.814736633333336
2011-07-05,10.91,11.2,10.65,10.75,228900,9.706386,9.850853140465118,9.850853140465118,9.574560000000002,9.771998433333335
2011-07-06,10.71,10.9,10.32,10.51,183500,9.489686,9.670269939105616,9.670269939105616,9.5817834,9.738590433333338
2011-07-07,10.68,10.86,10.46,10.48,273900,9.462598,9.64318193129771,9.64318193129771,9.632347,9.691337633333339
2011-07-08,10.37,10.47,10.12,10.3,184100,9.300073,9.363277379611649,9.363277379611649,9.5565018,9.640172200000004
2011-07-11,10.12,10.2,9.86,9.86,205200,8.902787,9.137546089249494,9.137546089249494,9.372305999999998,9.571249333333336
2011-07-12,9.8,9.86,9.47,9.63,433700,8.695116,8.848612336448598,8.848612336448598,9.170051999999998,9.487277800000003
2011-07-13,9.72,9.88,9.6,9.71,327300,8.76735,8.776379196704427,8.776379196704427,9.025584799999999,9.412335466666669
2011-07-14,9.71,9.87,9.46,9.5,135500,8.577736999999999,8.767350133684209,8.767350133684209,8.8486126,9.346723300000003
2011-07-15,9.59,9.79,9.35,9.68,157500,8.740262,8.658999233471073,8.658999233471073,8.736650399999998,9.286829633333333
2011-07-18,9.65,9.7,9.36,9.61,233900,8.677058,8.713174786680542,8.713174786680542,8.691504599999998,9.239877799999999
2011-07-19,9.7,10.39,9.7,10.31,457600,9.309102000000001,8.758320989330747,8.758320989330747,8.814301799999999,9.224829133333333
2011-07-20,10.43,10.68,10.32,10.63,275800,9.598036,9.417452067732832,9.417452067732832,8.980439,9.223023299999998
2011-07-21,10.65,10.88,10.48,10.61,228100,9.579977,9.616093784165882,9.616093784165882,9.180887,9.236868066666664
2011-07-22,10.68,11.5,10.68,11.5,461300,10.383576,9.643181885217391,9.643181885217391,9.509549799999998,9.266363433333332
2011-07-25,11.39,11.6,11.26,11.41,333300,10.302313,10.284254607361962,10.284254607361962,9.834600799999999,9.3069948
2011-07-26,11.41,11.67,11.41,11.52,237200,10.401635,10.302313832465279,10.302313832465279,10.053107399999998,9.352441766666665
2011-07-27,11.44,11.52,10.81,10.93,437000,9.868912,10.329401032021957,10.329401032021957,10.107282599999998,9.362975833333333
2011-07-28,10.95,11.02,10.5,10.84,354700,9.787649,9.886970161439114,9.886970161439114,10.148816999999998,9.381937133333333
2011-07-29,11.53,12.04,11.02,11.79,1298100,10.645423,10.41066388379983,10.41066388379983,10.2011864,9.4273841
2011-08-01,12.04,12.23,11.82,12.1,661300,10.925328,10.87115281983471,10.87115281983471,10.3257894,9.50473423333333
2011-08-02,11.98,12.17,11.5,11.55,414600,10.428722,10.816977451082252,10.816977451082252,10.3312068,9.561618166666666
2011-08-03,11.57,11.65,10.95,11.41,391800,10.302313,10.446780141104295,10.446780141104295,10.417886999999999,9.590511599999997
2011-08-04,10.89,11.29,10.13,10.16,601000,9.173664,9.832795370078742,9.832795370078742,10.295089999999998,9.576064899999999
2011-08-05,10.13,10.26,9.3,9.64,771300,8.704146000000001,9.14657665767635,9.14657665767635,9.9068346,9.546870533333331
2011-08-08,9.22,9.37,8.27,8.36,961200,7.548408,8.324918870813399,8.324918870813399,9.231450599999999,9.488481699999998
2011-08-09,8.36,10.29,8.36,10.24,1385700,9.245897,7.5484080976562495,7.5484080976562495,8.9948856,9.489685599999998
2011-08-10,10.0,10.69,9.55,10.49,699600,9.471627,9.029196377502382,9.029196377502382,8.828748399999998,9.490287533333332
2011-08-11,10.59,10.85,10.21,10.76,407300,9.715416000000001,9.561919650557622,9.561919650557622,8.937098799999998,9.507142066666663
2011-08-12,10.86,11.3,10.74,11.19,471400,10.103671,9.805707512064343,9.805707512064343,9.217003799999997,9.521287799999998
2011-08-15,11.37,11.63,10.97,11.53,309700,10.410663000000001,10.26619586383348,10.26619586383348,9.789454799999998,9.54085103333333
2011-08-16,11.21,11.35,11.01,11.18,254400,10.094642,10.121729590339895,10.121729590339895,9.959203799999997,9.553792899999998
2011-08-17,11.24,11.51,11.02,11.14,283900,10.058525,10.148816965888688,10.148816965888688,10.076583399999999,9.572754199999997
2011-08-18,10.77,10.77,9.99,10.21,478800,9.218810000000001,9.724445024485798,9.724445024485798,9.977262199999998,9.56462793333333
2011-08-19,9.94,10.64,9.93,10.23,384000,9.236868,8.975021302052784,8.975021302052784,9.8039016,9.562521099999998
2011-08-22,10.45,10.69,10.13,10.26,230600,9.263956,9.43551074074074,9.43551074074074,9.574560199999999,9.574560066666665
2011-08-23,10.43,11.1,10.36,10.81,470100,9.760562,9.417452512488437,9.417452512488437,9.5077442,9.610074933333332
2011-08-24,10.81,10.97,10.36,10.69,148500,9.652211,9.760561357343311,9.760561357343311,9.4264814,9.639570299999999
2011-08-25,10.63,10.79,10.3,10.33,121500,9.327160000000001,9.598035895450147,9.598035895450147,9.4481514,9.664551066666665
2011-08-26,10.24,10.76,10.14,10.71,168700,9.670269000000001,9.245896784313725,9.245896784313725,9.5348316,9.6955513
2011-08-29,10.93,11.08,10.71,11.04,191500,9.968233,9.868911837862319,9.868911837862319,9.675687,9.738590466666667
2011-08-30,11.01,11.13,10.67,10.87,201600,9.814736,9.941144743330268,9.941144743330268,9.686521800000001,9.755444933333333
2011-08-31,10.9,11.0,10.55,10.75,185400,9.706386,9.841823944186046,9.841823944186046,9.697356800000001,9.759056600000001
2011-09-01,10.74,10.79,10.28,10.32,199600,9.318131,9.697357261627907,9.697357261627907,9.695551000000002,9.7503284
2011-09-02,10.17,10.17,9.96,10.07,342600,9.092400999999999,9.182692966236345,9.182692966236345,9.5799774,9.707289233333334
2011-09-06,9.81,10.4,9.55,10.34,265200,9.336189,8.857641594777563,8.857641594777563,9.4535686,9.675085099999999
2011-09-07,10.6,10.9,10.4,10.64,318000,9.607064999999999,9.570948214285712,9.570948214285712,9.412034400000001,9.648599433333333
2011-09-08,10.61,11.17,10.53,10.81,382800,9.760562,9.57997805920444,9.57997805920444,9.422869600000002,9.644987766666665
2011-09-09,10.7,11.09,10.47,10.74,258300,9.697357,9.661240214152699,9.661240214152699,9.4987148,9.641978033333332
2011-09-12,10.5,10.93,10.5,10.87,146400,9.814736,9.48065574977001,9.48065574977001,9.643181800000002,9.614288466666665
2011-09-13,10.97,12.1,10.82,11.86,1366000,10.708627,9.905028515177067,9.905028515177067,9.917669400000003,9.607065099999998
2011-09-14,12.0,12.75,11.94,12.6,1263900,11.376788000000001,10.83503619047619,10.83503619047619,10.271614000000003,9.638667299999998
2011-09-15,12.5,13.35,12.5,13.07,1138600,11.801160000000001,11.286495791889825,11.286495791889825,10.679733600000004,9.688628866666663
2011-09-16,13.07,13.89,12.97,13.5,970000,12.189414999999999,11.801159559259258,11.801159559259258,11.178145200000007,9.789153899999997
2011-09-19,13.15,13.29,12.8,13.05,624600,11.783102,11.873393969348658,11.873393969348658,11.571818400000007,9.891785766666663
2011-09-20,12.97,13.17,12.45,12.5,514500,11.286496000000001,11.710868249600002,11.710868249600002,11.687392200000007,10.016388699999997
2011-09-21,12.61,13.16,12.28,12.52,449900,11.304554,11.385816768370606,11.385816768370606,11.672945400000007,10.085010599999997
2011-09-22,12.0,12.34,11.5,11.7,850000,10.564160000000001,10.8350358974359,10.8350358974359,11.425545400000006,10.121428366666663
2011-09-23,11.62,12.25,11.4,11.94,456900,10.78086,10.491925728643215,10.491925728643215,11.143834400000006,10.156943166666663
2011-09-26,12.16,13.58,12.0,13.43,1072100,12.126211,10.979503034996277,10.979503034996277,11.212456200000005,10.224361166666663
2011-09-27,13.78,14.0,13.23,13.38,857800,12.081064999999999,12.442232862481312,12.442232862481312,11.371370000000004,10.28004123333333
2011-09-28,13.85,13.85,12.75,12.76,577500,11.521255,12.50543744122257,12.50543744122257,11.414710200000005,10.327594999999997
2011-09-29,13.0,13.0,11.86,12.05,573900,10.880182000000001,11.737955684647304,11.737955684647304,11.477914600000005,10.354983566666665
2011-09-30,11.8,12.11,11.5,11.56,578400,10.437752,10.654452733564014,10.654452733564014,11.409293000000005,10.395614966666663
2011-10-03,11.31,11.4,10.56,10.7,934100,9.66124,10.212020971962616,10.212020971962616,10.916298800000007,10.409760699999996
2011-10-04,10.5,12.0,10.3,11.96,1137900,10.798919,9.48065631270903,9.48065631270903,10.659869600000007,10.460926133333329
2011-10-05,11.96,12.59,11.68,12.5,493700,11.286496000000001,10.798919372800004,10.798919372800004,10.612917800000009,10.511790599999996
2011-10-06,12.5,12.87,12.41,12.49,289500,11.277466,11.286495196156924,11.286495196156924,10.692374600000008,10.565965766666663
2011-10-07,12.79,13.53,12.68,13.26,895600,11.972714999999999,11.548342748868778,11.548342748868778,10.999367200000005,10.65415093333333
2011-10-10,13.72,14.45,13.3,13.57,1314300,12.252619000000001,12.388056940309507,12.388056940309507,11.517643000000005,10.740229266666661
2011-10-11,13.58,14.25,13.37,14.09,770700,12.722138000000001,12.261648973740243,12.261648973740243,11.902286800000004,10.832026099999995
2011-10-12,14.39,14.5,13.9,13.96,423200,12.604758,12.99301343982808,12.99301343982808,12.165939200000006,10.925026833333328
2011-10-13,13.99,14.6,13.58,14.5,745400,13.092335,12.631845975862069,12.631845975862069,12.528913000000006,11.037891799999993
2011-10-14,14.86,15.0,14.3,14.75,565400,13.318064999999999,13.417386162711862,13.417386162711862,12.797983000000006,11.171222933333327
2011-10-17,14.87,14.94,13.95,14.11,390400,12.740196000000001,13.426414919914954,13.426414919914954,12.895498400000008,11.292816099999994
2011-10-18,14.59,15.25,14.23,15.11,939200,13.643116000000001,13.173597778954337,13.173597778954337,13.079694000000009,11.436380333333329
2011-10-19,15.14,15.93,15.02,15.09,849700,13.625058,13.670203984095428,13.670203984095428,13.283754000000007,11.57031343333333
2011-10-20,15.05,15.25,14.4,15.14,690600,13.670204,13.588941228533686,13.588941228533686,13.399327800000005,11.700634833333332
2011-10-21,15.57,16.5,15.57,16.0,928000,14.446714000000002,14.058458561250003,14.058458561250003,13.625057600000005,11.858946733333331
2011-10-24,16.08,17.0,16.08,16.59,618000,14.979436999999999,14.518947978300178,14.518947978300178,14.072905800000006,12.031103433333332
2011-10-25,16.639999,16.65,15.61,15.79,535500,14.257101,15.024581784857443,15.024581784857443,14.195702800000007,12.149385899999999
2011-10-26,16.27,16.58,15.74,16.129998999999998,383900,14.564093,14.690502653471958,14.690502653471958,14.383509800000008,12.2556294
2011-10-27,16.799999,17.0,16.42,16.549999,497200,14.943320000000002,15.169049923004831,15.169049923004831,14.638133000000007,12.360368066666668
2011-10-28,16.74,17.360001,16.51,17.34,641700,15.656626999999999,15.114875200692039,15.114875200692039,14.880115600000007,12.475941800000003
2011-10-31,17.6,17.620001000000006,16.790001,16.790001,432700,15.160022,15.891386021954377,15.891386021954377,14.916232600000006,12.588505800000004
2011-11-01,16.299999,16.469998999999998,15.36,15.77,898800,14.239042999999999,14.71758951559651,14.71758951559651,14.912621000000005,12.686924033333336
2011-11-02,17.49,19.6,17.1,19.25,4448600,17.381203,15.792064439999997,15.792064439999997,15.476043000000004,12.889479000000003
2011-11-03,19.32,19.65,17.799999,18.459999,1631600,16.667896,17.44440780955622,17.44440780955622,15.820958200000003,13.092936866666669
2011-11-04,18.25,18.790001,17.889999,18.549999,917100,16.749159,16.47828400152474,16.47828400152474,16.039464600000006,13.291880166666669
2011-11-07,18.379998999999998,18.549999,17.700001,18.08,469200,16.324787,16.59566198756709,16.59566198756709,16.272417600000004,13.431832700000003
2011-11-08,18.24,19.110001,18.209999,18.620001000000002,950700,16.812365,16.469254625711347,16.469254625711347,16.787082000000005,13.589542700000003
2011-11-09,18.02,18.360001,17.610001,17.68,502700,15.96362,16.270612692307694,16.270612692307694,16.503565400000006,13.737621533333336
2011-11-10,18.1,18.23,17.299999,17.84,403500,16.108087,16.342846115470856,16.342846115470856,16.391603600000007,13.911885033333336
2011-11-11,18.1,18.65,17.860001,18.48,438600,16.685955,16.34284553571429,16.34284553571429,16.37896280000001,14.12015846666667
2011-11-14,18.379998999999998,19.9,18.15,19.879998999999998,1363800,17.950042,16.5956625053129,16.5956625053129,16.70401380000001,14.396451866666668
2011-11-15,19.299999,20.440001000000002,19.299999,20.209999,1141300,18.248005,17.4263481285672,17.4263481285672,16.99114180000001,14.644754733333334
